gene_id	mean_a	mean_b	log2fc	pvalue	padj	gene_name	n_peaks	max_score	mean_score	cluster	mean_expression	median_expression
ENSG00000130066	3399.25	5033.0	0.566201990361788	0.0175565232025003	0.6717454975181268	SAT1	1	682	682.0	CD14+ Monocytes	1.1075864	1.186543
ENSG00000130066	3399.25	5033.0	0.566201990361788	0.0175565232025003	0.6717454975181268	SAT1	1	682	682.0	Dendritic cells	-0.0041211513	0.06935303
ENSG00000130066	3399.25	5033.0	0.566201990361788	0.0175565232025003	0.6717454975181268	SAT1	1	682	682.0	B cells	-0.1651708	-0.35504216
ENSG00000130066	3399.25	5033.0	0.566201990361788	0.0175565232025003	0.6717454975181268	SAT1	1	682	682.0	CD8 T cells	-0.3811599	-0.83514273
ENSG00000130066	3399.25	5033.0	0.566201990361788	0.0175565232025003	0.6717454975181268	SAT1	1	682	682.0	NK cells	-0.39233667	-0.8340352
ENSG00000130066	3399.25	5033.0	0.566201990361788	0.0175565232025003	0.6717454975181268	SAT1	1	682	682.0	CD4 T cells	-0.4321507	-0.8282214
ENSG00000164587	648.25	463.6666666666667	-0.4834614010646534	0.0201605143520541	0.6915068900114179	RPS14	1	391	391.0			
ENSG00000096384	448.0	372.6666666666667	-0.2656122989638934	0.0251295755520189	0.7018723666072372	HSP90AB1	2	865	586.5			
ENSG00000147403	1028.0	772.0	-0.4131670465502111	0.0238599231891378	0.7018723666072372	RPL10	2	406	377.5			
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	Dendritic cells	0.4367745	-0.041267868
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	B cells	0.06428816	-0.053750075
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	FCGR3A+ Monocytes	0.021479521	-0.044760067
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	CD14+ Monocytes	-0.030151729	-0.050871864
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	CD8 T cells	-0.05190492	-0.052402943
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	CD4 T cells	-0.053074617	-0.05342736
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	NK cells	-0.053781316	-0.054204393
ENSG00000157483	10.75	19.0	0.8216044901131249	0.0222340817270296	0.7018723666072372	MYO1E	1	321	321.0	Megakaryocytes	-0.054372795	-0.054418627
ENSG00000089009	394.75	247.66666666666663	-0.6725373856073277	0.0264246781513268	0.7018723666072372	RPL6	1	367	367.0			
ENSG00000089157	554.0	362.0	-0.6138948977663936	0.0243406198970592	0.7018723666072372	RPLP0	1	654	654.0			
ENSG00000142541	901.0	643.3333333333334	-0.4859600230643163	0.0261695150978998	0.7018723666072372	RPL13A	1	669	669.0			
ENSG00000231500	772.0	546.0	-0.4996991228267873	0.0260952535011668	0.7018723666072372	RPS18	1	492	492.0			
ENSG00000071082	608.0	419.3333333333333	-0.5359727396920662	0.0252594188662412	0.7018723666072372	RPL31	1	345	345.0			
ENSG00000148303	662.5	460.0	-0.526285634754639	0.0262734915164005	0.7018723666072372	RPL7A	1	513	513.0			
ENSG00000170889	1221.5	982.3333333333334	-0.3143690163084092	0.0234885033002537	0.7018723666072372	RPS9	1	474	474.0			
ENSG00000178149	16.75	18.666666666666668	0.1562943875666454	0.022543919721008	0.7018723666072372	DALRD3	1	358	358.0			
ENSG00000125691	661.75	420.0	-0.6558957069644787	0.0233468443081798	0.7018723666072372	RPL23	1	377	377.0			
ENSG00000166710	6820.0	9201.0	0.4320188733354206	0.0236125711607999	0.7018723666072372	B2M	1	703	703.0			
ENSG00000182899	427.75	290.6666666666667	-0.5574006297907403	0.0250966464722665	0.7018723666072372	RPL35A	1	389	389.0			
ENSG00000128016	3313.25	4663.333333333333	0.493114365083276	0.059734195224948	0.7089511964215753	ZFP36	3	522	456.6666666666667			
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	CD14+ Monocytes	1.1517994	1.2078165
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	FCGR3A+ Monocytes	1.0434781	0.98528767
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	Dendritic cells	0.015134827	0.014957197
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	NK cells	-0.014920487	0.14985447
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	CD8 T cells	-0.26874197	-0.6679336
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	CD4 T cells	-0.3277058	-0.7494304
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	Megakaryocytes	-0.5295235	-0.6164929
ENSG00000163191	611.25	773.0	0.3387053602070861	0.0281253081170959	0.7089511964215753	S100A11	2	490	445.5	B cells	-0.7014237	-0.80534875
ENSG00000162144	98.0	83.66666666666667	-0.2281262689244765	0.0383872167384517	0.7089511964215753	CYB561A3	2	489	410.0			
ENSG00000129226	1418.0	1776.6666666666667	0.3253152942940688	0.0382168085330317	0.7089511964215753	CD68	2	599	536.0			
ENSG00000260342	1.5	0.3333333333333333	-2.1665648717296637	0.051271295035322	0.7089511964215753	RP11-1035H13.3	2	410	377.5			
ENSG00000142546	31.0	40.333333333333336	0.3796936572225834	0.0279984813595865	0.7089511964215753	NOSIP	2	424	393.0			
ENSG00000136848	1.5	0.3333333333333333	-2.1665648717296637	0.051271295035322	0.7089511964215753	DAB2IP	2	560	444.5			
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	Megakaryocytes	0.92937475	-0.4373172
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	NK cells	0.34061667	0.76493216
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	CD8 T cells	0.22570844	0.5751519
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	NK cells	0.17215128	-0.5488144
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	Megakaryocytes	0.17183708	-0.10049056
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	FCGR3A+ Monocytes	0.1455915	-0.24257806
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	NK cells	0.07672718	-0.1830851
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	FCGR3A+ Monocytes	0.065781824	-0.6017405
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	Dendritic cells	0.059098277	-0.3001555
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	B cells	0.048478797	-0.5308695
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	CD4 T cells	0.025117405	-0.21063519
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	CD8 T cells	0.014813851	-0.17811519
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	Dendritic cells	0.013559686	0.043977037
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	CD8 T cells	0.0007714033	-0.5596163
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	CD4 T cells	-0.015642101	-0.5845429
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	CD4 T cells	-0.01612197	-0.7304318
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	CD14+ Monocytes	-0.016949119	-0.67686516
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	B cells	-0.047697116	-0.17308465
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	CD14+ Monocytes	-0.077161334	-0.56463695
ENSG00000134574	22.0	32.333333333333336	0.5554977660159807	0.03527181438412	0.7089511964215753	DDB2	1	305	305.0	CD14+ Monocytes	-0.12239247	-0.19317746
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	B cells	-0.12400726	-0.7606795
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	FCGR3A+ Monocytes	-0.30465925	-0.8052043
ENSG00000101558	157.5	129.0	-0.2879787392643189	0.0308235587276801	0.7089511964215753	VAPA	1	327	327.0	Dendritic cells	-0.33001885	-0.67424244
ENSG00000112081	442.5	365.6666666666667	-0.2751476502348357	0.0501448981026478	0.7089511964215753	SRSF3	1	426	426.0	Megakaryocytes	-0.6394709	-0.7036901
ENSG00000174748	757.25	531.3333333333334	-0.5111516394686996	0.0287947954224034	0.7089511964215753	RPL15	1	537	537.0			
ENSG00000238279	1.75	4.0	1.1921815449120443	0.0360968031541096	0.7089511964215753	BX470102.3	1	380	380.0			
ENSG00000134419	363.5	260.0	-0.4834421609689709	0.0525301614466793	0.7089511964215753	RPS15A	1	345	345.0			
ENSG00000197182	2.75	5.0	0.8622604653913625	0.0360968031541096	0.7089511964215753	FLJ27365	1	363	363.0			
ENSG00000204592	3011.0	3702.6666666666665	0.2983218788683038	0.0328652319736482	0.7089511964215753	HLA-E	1	325	325.0			
ENSG00000196235	151.75	176.0	0.2138776024692264	0.0321538042796924	0.7089511964215753	SUPT5H	1	335	335.0			
ENSG00000164032	100.0	85.0	-0.2344627077323032	0.0418299616925286	0.7089511964215753	H2AFZ	1	442	442.0			
ENSG00000101337	174.25	209.66666666666663	0.2669374617404632	0.0451125745349371	0.7089511964215753	TM9SF4	1	321	321.0			
ENSG00000198034	1040.5	708.3333333333334	-0.5547759743390599	0.0322815710656618	0.7089511964215753	RPS4X	1	398	398.0			
ENSG00000131795	101.75	84.66666666666667	-0.2651599373620236	0.0498522170616653	0.7089511964215753	RBM8A	1	465	465.0			
ENSG00000164924	851.0	1082.6666666666667	0.347357732023141	0.0489103500547783	0.7089511964215753	YWHAZ	1	309	309.0			
ENSG00000152782	0.75	0.0	-9.552669097514272	0.0576688856224373	0.7089511964215753	PANK1	1	417	417.0			
ENSG00000185650	825.25	1153.3333333333333	0.4829059012810588	0.041550645956315	0.7089511964215753	ZFP36L1	1	298	298.0			
ENSG00000181222	158.0	215.66666666666663	0.4488762115933228	0.0431600965537288	0.7089511964215753	POLR2A	1	668	668.0			
ENSG00000145741	477.75	369.6666666666667	-0.3700300306171358	0.0406572934858398	0.7089511964215753	BTF3	1	307	307.0			
ENSG00000115486	16.5	19.666666666666668	0.2532723513786239	0.0340199703043907	0.7089511964215753	GGCX	1	371	371.0			
ENSG00000137154	1126.5	783.3333333333334	-0.5241484964544869	0.0430530524375598	0.7089511964215753	RPS6	1	610	610.0			
ENSG00000112306	567.0	420.3333333333333	-0.4318139775085291	0.0588863038443766	0.7089511964215753	RPS12	1	473	473.0			
ENSG00000137818	967.75	747.0	-0.3735257189573864	0.0391975308755203	0.7089511964215753	RPLP1	1	538	538.0			
ENSG00000143549	951.25	1075.0	0.1764400314971944	0.0368341491986216	0.7089511964215753	TPM3	1	343	343.0			
ENSG00000229117	265.5	209.33333333333337	-0.3429083446642466	0.0607858011382092	0.7104182743827672	RPL41	1	806	806.0			
ENSG00000122705	78.25	88.33333333333333	0.174865097221509	0.0627421556787119	0.7177641007994688	CLTA	1	313	313.0			
ENSG00000099622	260.5	194.33333333333337	-0.422748104167702	0.068209107272025	0.7308055820603256	CIRBP	2	424	365.0			
ENSG00000056586	61.75	71.66666666666667	0.2148598844783916	0.0692599662412724	0.7326951504004678	RC3H2	1	301	301.0			
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	Dendritic cells	0.33317572	-0.35947207
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	NK cells	0.11514193	-0.28330967
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	CD4 T cells	0.017653119	-0.29768637
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	CD8 T cells	0.0022602696	-0.28507578
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	B cells	-0.00039215814	-0.27775347
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	Megakaryocytes	-0.057753142	-0.25421625
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	CD14+ Monocytes	-0.075137764	-0.2910651
ENSG00000111361	65.0	69.0	0.0861553570843951	0.0699256309693359	0.7363345311724291	EIF2B1	1	331	331.0	FCGR3A+ Monocytes	-0.09405158	-0.33335614
ENSG00000090686	100.25	81.0	-0.3076050035315534	0.0711745650623044	0.7446592772127371	USP48	1	407	407.0			
ENSG00000140694	32.0	37.333333333333336	0.222385980920474	0.0729217825286152	0.7491675910834922	PARN	1	368	368.0			
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	FCGR3A+ Monocytes	0.71351844	-0.34617156
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	CD14+ Monocytes	0.1388749	-0.21181144
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	B cells	0.1115055	-0.13648966
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	Dendritic cells	0.03841022	-0.52332175
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	Megakaryocytes	0.020799074	-0.05134456
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	NK cells	-0.07141763	-0.14588737
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	CD4 T cells	-0.13870794	-0.19648251
ENSG00000054967	324.5	417.6666666666667	0.3641325388808392	0.0734333058819674	0.7498366771285092	RELT	1	323	323.0	CD8 T cells	-0.13884658	-0.19051991
ENSG00000196352	255.0	320.6666666666667	0.3305759876154787	0.0766840562656894	0.7567222021477995	CD55	4	462	402.0			
ENSG00000138166	75.25	115.33333333333331	0.6160393871184431	0.0791876782709212	0.7616592327590892	DUSP5	3	488	414.0			
ENSG00000084444	6.0	8.333333333333334	0.4738638722124691	0.0785036097883368	0.7616592327590892	KIAA1467	1	387	387.0			
ENSG00000067225	1242.0	1127.6666666666667	-0.1393243793749313	0.083667562686477	0.7733051554280044	PKM	3	504	421.3333333333333			
ENSG00000253736	0.75	1.6666666666666667	1.1509461387572748	0.0921099593383204	0.7733051554280044	RP11-779O18.3	2	326	321.5			
ENSG00000163660	1149.25	1396.0	0.2806060535060697	0.0907408923217146	0.7733051554280044	CCNL1	2	465	445.0			
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	NK cells	0.10744486	-0.2542634
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	B cells	0.09312856	-0.24615905
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	CD4 T cells	0.003968684	-0.28270382
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	CD8 T cells	0.003775045	-0.25453293
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	FCGR3A+ Monocytes	-0.012572732	-0.32088012
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	Dendritic cells	-0.043890588	-0.34957102
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	CD14+ Monocytes	-0.101261035	-0.26770455
ENSG00000092108	32.25	39.333333333333336	0.2864452374022619	0.0879038557723532	0.7733051554280044	SCFD1	1	328	328.0	Megakaryocytes	-0.23553734	-0.2249311
ENSG00000158406	0.75	1.6666666666666667	1.1509461387572748	0.0921099593383204	0.7733051554280044	HIST1H4H	1	469	469.0			
ENSG00000187837	10.0	20.666666666666668	1.0472312586229768	0.0920581775401696	0.7733051554280044	HIST1H1C	1	653	653.0			
ENSG00000103429	49.0	60.333333333333336	0.3001680116656735	0.0879344183744986	0.7733051554280044	BFAR	1	368	368.0			
ENSG00000226688	2.75	3.6666666666666665	0.4149063869017017	0.0921099593383205	0.7733051554280044	ENTPD1-AS1	1	332	332.0			
ENSG00000131469	489.25	367.3333333333333	-0.4134810540862186	0.0867599778883211	0.7733051554280044	RPL27	1	314	314.0			
ENSG00000234741	66.25	47.333333333333336	-0.4850552278808723	0.086910773059118	0.7733051554280044	GAS5	1	840	840.0			
ENSG00000132471	190.75	212.66666666666663	0.1569100867687847	0.0866838922998269	0.7733051554280044	WBP2	1	327	327.0			
ENSG00000245532	2220.0	2654.6666666666665	0.2579709373554843	0.191633408337738	0.7746180793636023	NEAT1	20	750	483.2			
ENSG00000123358	394.75	984.6666666666666	1.3186939646425082	0.3466239164328865	0.7746180793636023	NR4A1	10	594	453.2			
ENSG00000251562	1096.75	1762.3333333333333	0.6842516228412755	0.1647501251280891	0.7746180793636023	MALAT1	8	1000	700.5			
ENSG00000125968	46.0	19.0	-1.2755898758883832	0.154325689954233	0.7746180793636023	ID1	6	918	571.0			
ENSG00000182718	499.25	569.0	0.1886658706307699	0.1941029821838178	0.7746180793636023	ANXA2	4	584	434.0			
ENSG00000062716	169.75	225.66666666666663	0.4107796527157513	0.0983541987137722	0.7746180793636023	VMP1	4	954	579.25			
ENSG00000121101	1.75	3.6666666666666665	1.0666834427843546	0.2567122557402565	0.7746180793636023	TEX14	4	1000	687.25			
ENSG00000173801	94.25	470.3333333333333	2.319106818964664	0.129108862583194	0.7746180793636023	JUP	3	757	499.6666666666667			
ENSG00000171223	1568.5	2280.6666666666665	0.5400697869864928	0.167330574133709	0.7746180793636023	JUNB	3	442	391.6666666666667			
ENSG00000168298	1.0	2.6666666666666665	1.4141364343311285	0.097134370942293	0.7746180793636023	HIST1H1E	3	526	456.0			
ENSG00000167996	3054.5	3491.3333333333335	0.1928418045518616	0.3294058067921123	0.7746180793636023	FTH1	3	452	388.6666666666667			
ENSG00000160789	97.5	66.0	-0.5629291323373166	0.3366854295418592	0.7746180793636023	LMNA	3	491	386.0			
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	CD14+ Monocytes	0.40587175	-0.19730559
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	Megakaryocytes	0.32635722	-0.1775025
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	Dendritic cells	0.29188398	-0.39294556
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	CD8 T cells	0.16063605	-0.5257152
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	NK cells	0.1093374	-0.21223041
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	B cells	0.07397227	-0.20512037
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	CD4 T cells	0.061557457	-0.56351686
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	CD4 T cells	0.039592605	-0.22006363
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	FCGR3A+ Monocytes	0.036778495	-0.21097845
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	NK cells	0.024382018	-0.5364864
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	FCGR3A+ Monocytes	0.005938442	-0.35193914
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	Dendritic cells	-0.06741974	0.061238714
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	B cells	-0.07148936	-0.15536089
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	CD8 T cells	-0.08590712	-0.20489688
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	CD4 T cells	-0.09634743	-0.18361887
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	B cells	-0.10817921	-0.51607513
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	CD14+ Monocytes	-0.119748265	-0.5452975
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	NK cells	-0.13051814	-0.16087195
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	CD14+ Monocytes	-0.13562363	-0.20867682
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	Megakaryocytes	-0.14173609	-0.10797263
ENSG00000113369	175.75	233.0	0.4068032486248923	0.4017600005088756	0.7746180793636023	ARRDC3	2	432	377.0	Dendritic cells	-0.15125962	-0.23502946
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	FCGR3A+ Monocytes	-0.15990257	-0.6387251
ENSG00000118515	1783.25	1633.6666666666667	-0.1263952534580863	0.3046946728809833	0.7746180793636023	SGK1	2	594	446.0	CD8 T cells	-0.16233343	-0.18995422
ENSG00000087191	78.5	82.0	0.0629304712974226	0.3630004531965554	0.7746180793636023	PSMC5	2	548	498.0	Megakaryocytes	-0.26541156	-0.42771506
ENSG00000179029	10.75	13.666666666666666	0.3462961104365455	0.2770204951131307	0.7746180793636023	TMEM107	2	1000	917.5			
